,Identifier
160127,6917678587847904005
160128,6915057019988855557
160129,6917154932567083781
160130,6897334600675166977
160131,6913761932474321670
160132,6900353146711706374
160133,6901111744903580421
160134,6909052972311792385
160135,6893283544286956293
160136,6910804432208792325
160137,6919167824959163142
160138,6917424141666700033
160139,7092293588196887323
160140,6905085929107490818
160141,6751191396650076162
160142,6909595190290434817
160143,6900247309553060613
160144,6903687433280293634
160145,7087898192053816091
160146,6918796197272488709
160147,6909965385454390022
160148,6914984707486796545
160149,6914988121755044609
160150,6905403033681758978
160151,6910708706313276166
160152,6914616188072889094
160153,6908915319725771525
160154,6905030102392785670
160155,6919527776601017090
160156,6912268377234967302
160157,6910241589521206018
160158,6917799682664434438
160159,6896941482113092358
160160,6918575390986455813
160161,6913341747275827974
160162,6914296355267840774
160163,6916657232885172998
160164,6915920427684629253
160165,6916504092009417474
160166,6912920365228362497
160167,6911976261678107393
160168,6909264959662770949
160169,6910256386379107078
160170,6895097111017507590
160171,6893989233254533893
160172,6914666258013244162
160173,7091085482473425690
160174,6909264665890065157
160175,6912490534355405574
160176,6905923475727420165
160177,6913352513857080069
160178,6914692095311694594
160179,6915504133097147142
160180,6916920914974100230
160181,6899850507309976322
160182,6911285151997709061
160183,6916938543416036101
160184,6909880093867297537
160185,7091163354663750402
160186,6917417851091471110
160187,6913339688237550342
160188,6908011081457748742
160189,6914770294431451909
160190,6911363973707483909
160191,6909902457481022214
160192,6905604760464804614
160193,6911846433301826310
160194,6918446642463001350
160195,6912393903496874754
160196,6902730025481538306
160197,7088232455139838746
160198,6919110628187720453
160199,6903773543310412550
160200,6915430856840579842
160201,6895629246031596293
160202,6919237397473479430
160203,6884835718280022789
160204,6917449864955677446
160205,6908090139868711685
160206,6916663846459542277
160207,6918740815569324805
160208,6911343717207067398
160209,6913115711602838273
160210,6914521397628799750
160211,6918168861493742338
160212,7090330447791606554
160213,6906930852362930950
160214,6897329590058961666
160215,6912614436839049990
160216,6913620151594339073
160217,6908636003192343302
160218,6906834270711859970
160219,6911074863444658950
160220,6899148843267443462
160221,6897698885758700294
160222,6912949398649588485
160223,7189662263006758913
160224,6816482568020445954
160225,6916372953298914054
160226,6887442519148350213
160227,6590449403251657474
160228,6852258288789096449
160229,6490856055257697037
160230,6558727264261901057
160231,311386586791698432
160232,6641209768335641349
160233,6530450633802124034
160234,6841212165169367814
160235,6914946557515238145
160236,161788628334002176
160237,6914988424671824641
160238,7093123883477240581
160239,6810473185457359621
160240,6867641504349899526
160241,6911653404007860993
160242,6591399304588430085
160243,6914311618985724674
160244,7089131861842365190
160245,6914444344158210821
160246,7019487810927282950
160247,6901879844720675589
160248,6918778964345408262
160249,6884217024965282565
160250,7085681629036907265
160251,6917805409819101953
160252,6836443131395738373
160253,6913310746420071173
160254,7093555335813712646
160255,6871633975471917825
160256,7064530239548214021
160257,7093773991797623558
160258,7000785528891198210
160259,6519221150801728527
160260,7000065462310636290
160261,6913610938746702594
160262,6918973745218571010
160263,6919438108396178177
160264,6913744944154905345
160265,6919026302678747905
160266,6918539612755430145
160267,6918753817160944385
160268,6918648375319628545
160269,6909353005347310337
160270,6917085229366676226
160271,7094047970395425563
160272,6916810000706980610
160273,7093910928185510682
160274,6918012726627339009
160275,6918180317886974722
160276,6899821759554538242
160277,6918728408952539906
160278,6918936489284193025
160279,6918979192562469634
160280,6914846055620266754
160281,6918644455964773121
160282,6913201470540729089
160283,6905979562308471554
160284,6914590401496107777
160285,6918690260578863874
160286,6918782123411344129
160287,6811209035228957442
160288,6918650468570827521
160289,6909068646904023809
160290,6898563006393797378
160291,6918976876300077826
160292,7093356294500862747
160293,6916700404097207041
160294,6907400431690156801
160295,6902656336006351617
160296,7015444050174151451
160297,7093889226244197146
160298,6914879086544308993
160299,6910212071716047618
160300,6916050268060764929
160301,6913342865733143298
160302,6905861224404159233
160303,6995111623199345410
160304,6543139276471686159
160305,6665726273593035525
160306,6874803683058666241
160307,7092868316410219291
160308,6833695141618797318
160309,7024473690633014043
160310,6915645138698046210
160311,6914215888023472897
160312,7018559151735474971
160313,6915597222373493505
160314,6915432415112530690
160315,6992916445877259010
160316,6916785307207600897
160317,6910040532609682178
160318,6916144879521385217
160319,6913835463929350913
160320,6918353845638744833
160321,6919306792572865281
160322,7102172005185390593
160323,7107372366715439106
160324,7049295094381283330
160325,7080534742487157509
160326,7079459347767544581
160327,7089162533788994310
160328,7093465330185407238
160329,7094045259122543365
160330,7055473192411974405
160331,7090273994296806149
160332,7091665593459591941
160333,7052463131380960006
160334,7097983242615245574
160335,6918489238031828993
160336,6928667418046892802
160337,6920419010853079809
160338,7050695979128949531
160339,7056809947497204506
160340,7084242360330111771
160341,6990192827149912858
160342,7005039145659812635
160343,7070086118510708738
160344,7066116172537711406
160345,7069970143169809195
160346,7064494736920496943
160347,7060030309861165871
160348,7062083478577498926
160349,7086201524942097157
160350,7062422950930287407
160351,7091153794481818410
160352,7060230066449664815
160353,7070938213304585002
160354,7060674815346330414
160355,7091248187469466370
160356,7063928319737252654
160357,7062103070569761582
160358,7064505529497996037
160359,7059079430555798319
160360,7062599492905929518
160361,7064364961383844654
160362,7084116491607591686
160363,7082471363788868398
160364,7085970154412182277
160365,7072177698667531054
160366,7060844526528695087
160367,7071643195582663470
160368,7072036026004294406
160369,6936644952348706817
160370,7063548268847975214
160371,7074956893785017094
160372,7084650793776941829
160373,7061737449155742510
160374,6879805962530704129
160375,310727513830256641
160376,6829345246002940678
160377,7075407004223097605
160378,6876507737124064006
160379,6919145474767325958
160380,6918877781652818693
160381,6910984598805613314
160382,6916689086283647750
160383,6880146407769099009
160384,6901659247528954626
160385,6905900861814311681
160386,6416588473205000962
160387,6751217550798882818
160388,6751217637696473090
160389,405
160390,6873859853706627841
160391,6909528541306997505
160392,6876146615883680514
160393,7071376544303778566
160394,6902532309409417985
160395,6858925804013751045
160396,6895370477091506946
160397,6803777678177504005
160398,6893099715609611010
160399,6881211387369032450
160400,6918938303265868546
160401,6916910527767644930
160402,6908086080893913857
160403,6885779099199654658
160404,6894579718021352194
160405,6889809766894373634
160406,6918253326241024770
160407,7069704254650436379
160408,6900446910801283841
160409,6892847752317815557
160410,6417741142233713410
160411,146543746975723520
160412,5000000001258425240
160413,6706075481281661697
160414,6739976404147898370
160415,7093436809362934554
160416,7091232049939417861
160417,6850303682135739141
160418,6906266791476415237
160419,6862097910549547782
160420,7072884833332071173
160421,7094316697909283589
160422,6905990161352461061
160423,6937162597808556806
160424,6907518027403676422
160425,6911789170608360197
160426,6941039449040390918
160427,7093583719851772677
160428,7093581737775221510
160429,6906934474827696901
160430,7091048934616894251
160431,6918105246178806533
160432,6913511755457022722
160433,7076733562800229147
160434,7084136928655739675
160435,7089866344250362626
160436,7072393136374434561
160437,7093548415157553926
160438,7089233642370927365
160439,7090378574913440518
160440,7090325370838420229
160441,6919194392461282049
160442,7088017762114915118
160443,7077714932837468933
160444,7090218660014476037
160445,7061749027599141637
160446,7092949772872534789
160447,7093284481057950470
160448,7081669442492631854
160449,7067691747161262854
160450,7093499598655818498
160451,7090658527168989957
160452,7094095028724845317
160453,7225978724259858434
160454,6847706930815715329
160455,6848711022329498373
160456,6847820452413310977
160457,7091376272634989317
160458,7054411536966044418
160459,7079435708846738181
160460,7070548147977685762
160461,7083144424292682498
160462,7092863264040438533
160463,7093468718818282246
160464,7092026088016104194
160465,7085523965535324930
160466,7083751400793967361
160467,7087913211067943682
160468,7088906772911573762
160469,7081667375476607745
160470,7092820436668467969
160471,7084299275835837185
160472,7093542750649453314
160473,7082405984102451970
160474,7083948024061364993
160475,7092421873463790342
160476,7090595148979030789
160477,6917504777811249921
160478,6910943435612490501
160479,6918177550028114690
160480,6747741666523892485
160481,6907465884067957506
160482,6729538331937458950
160483,6916168573517925125
160484,6916525079547480833
160485,6918360301192743682
160486,6821421876137577222
160487,6880892325313153797
160488,6910744608901237505
160489,5000000001459322143
160490,6806083511481534465
160491,6673462948930915078
160492,6714571536977693446
160493,6908890649735465733
160494,6911476109792054022
160495,6898627354541755138
160496,6709883534246497029
160497,6903120599481109250
160498,6904271722229304066
160499,6795284337945578246
160500,6703736250827803394
160501,6915158426003753734
160502,6910683353498913542
160503,6905337613859719938
160504,6694229151043373829
160505,6911640968458554118
160506,6914685479245990661
160507,43964039
160508,6616788145396058886
160509,6913968130746223365
160510,6916985537362479878
160511,6915822792164297477
160512,6905514373935074054
160513,6916471076528687878
160514,6906870765203802885
160515,6886493654244936450
160516,6834519113482783493
160517,6906056344944560898
160518,6911408422072208134
160519,6915914859393583874
160520,6908295605697645314
160521,6914231164832090881
160522,6916018954687335170
160523,6918843701729053442
160524,6867057071519451910
160525,6916580117267680005
160526,6761766063286781953
160527,6534785453483119616
160528,6693889784407935750
160529,6545011640427877391
160530,6917000870844533506
160531,6692505936382266117
160532,6911497457948035845
160533,6722082322126015238
160534,6831689410044529413
160535,6825317677037406981
160536,6898712634519046913
160537,6604136514702019333
160538,6616020618645080837
160539,6916127253009058562
160540,6957222592470174466
160541,6912291615168137986
160542,6916558670700514049
160543,6917881537727957766
160544,6846032694166440705
160545,7085401210114689793
160546,6905945912565091073
160547,7062952017639082753
160548,6966622805764868866
160549,6907998498650934017
160550,6917747008719637250
160551,7059347379644074753
160552,6914659493548772097
160553,6922466746901449473
160554,6723223713925401345
160555,6919560284117961473
160556,6912291547446971137
160557,6917177887451876097
160558,6828936667898907398
160559,6860484950341192450
160560,6600800854150744838
160561,6913728963026144005
160562,6912079343746009858
160563,7087911495362743066
160564,7078306620861680410
160565,6994243798519778074
160566,6916214397085960961
160567,6956626984369670914
160568,6914575020295572225
160569,6597437088843434757
160570,7071950716377533185
160571,6700726122314763013
160572,6909118867134565122
160573,6908762960139782914
160574,6908394338850589441
160575,6837778370542029570
160576,6916935085333875457
160577,6908351356579711745
160578,6914340155461536513
160579,6913548836871260929
160580,6907783849099545346
160581,7071878034164288282
160582,6911661478433016577
160583,6912665636346907394
160584,6912427811189869314
160585,6901244811139992322
160586,6912038617573624578
160587,6917250427536952066
160588,7024709342142270234
160589,6908358547420056322
160590,6605102718577019653
160591,6662320989688318726
160592,7087224063675894555
160593,6914582208405654273
160594,6860469974864104194
160595,7035293954627144475
160596,6876744716197612289
160597,6906486179516992257
160598,7045656515662908186
160599,6918620809607105281
160600,6909120254228892417
160601,6715449903855848197
160602,6911634466133854978
160603,6917895964535687937
160604,6908794559375919873
160605,6912888842957703937
160606,6659759439031110405
160607,6916073223058770689
160608,6619935506119527173
160609,6911601783047801602
160610,7053110759559088922
160611,6913235549533195009
160612,6910500322460830466
160613,6918677394329258753
160614,6900836542009445121
160615,7102160629938539291
160616,6947345829611129602
160617,7056616964881533722
160618,6752742987513563910
160619,6914213353137228545
160620,6700931998476798725
160621,7094198672371600130
160622,7080557737729362714
160623,6994780022041021211
160624,7092048136664419099
160625,6919109842490247937
160626,6918455128492133121
160627,6599621524729105157
160628,6802784218905692929
160629,6858501260287511297
160630,6817316515600190209
160631,6784025728842337026
160632,6914599069117713154
160633,6918360024058317570
160634,6797371752654719745
160635,6802511119660354306
160636,6693433965694421761
160637,6669236757160004353
160638,6630520954130794501
160639,6705010422556133377
160640,6704972250308675586
160641,6941556561588357894
160642,6897466418846010117
160643,6909539826475862785
160644,6908029435069483782
160645,6893268607501994757
160646,7090820065045662506
160647,6815259757255969541
160648,6831718545068460806
160649,6854580965898062598
160650,6919229010560011014
160651,6894528386727676678
160652,6871010498498857734
160653,6915094702937410305
160654,6891805613391612678
160655,6881845753040456453
160656,6914866134584019717
160657,6911832394362276614
160658,6911902585951652613
160659,6736517840003713798
160660,6900170949732518658
160661,6877987464225573637
160662,6819955181753568005
160663,6818409757787818758
160664,6670796202524609286
160665,6917421982573136646
160666,6915081580214012678
160667,6950996164674112261
160668,6881693856664963846
160669,6913596160959630082
160670,6895525032127138566
160671,6914736034203241222
160672,6896180499274943237
160673,6908798424422959878
160674,6906228895939349254
160675,6906679749674912517
160676,6918060307487230721
160677,6914945490673076994
160678,6919277944628169474
160679,6903544615203261186
160680,7084960634760825605
160681,6964742769906649862
160682,7090377955259566854
160683,6806002314587933445
160684,6812547679466326018
160685,6887231525385947906
160686,6835181438913088262
160687,6896932317525183234
160688,6904363471958182657
160689,6810653744523479810
160690,6809187931153074945
160691,7187125585846470657
160692,7187160416135662341
160693,7159006602710763522
160694,6882599260584446722
160695,6917903754364816129
160696,6906682487238347525
160697,6880571994874678018
160698,6913739379223579397
160699,6907742958053755653
160700,6870432242297047813
160701,6884430992946383618
160702,6873250679759178502
160703,6826494388298943238
160704,6911136326200986373
160705,6914978986913237765
160706,6917486896742517510
160707,6864971135830870789
160708,6884572609334283010
160709,6911033779474041605
160710,6880465724909849349
160711,6911735676975336198
160712,6906459303943621382
160713,6913363449703811842
160714,6916176383760698113
160715,6885407955680791298
160716,6914480586279144198
160717,6877314906950077189
160718,6881296935873940226
160719,6868835552104319746
160720,6916801796027517698
160721,6913359215453031173
160722,6868041834040395778
160723,6881748866987739138
160724,6881736044119590913
160725,6881736172880529409
160726,6881736052134905857
160727,6869728464208022273
160728,6947668550320442118
160729,6877788652093606657
160730,6879053536374688514
160731,6868550952782170885
160732,6868797860993895170
160733,6876254591713921793
160734,6873121557330332422
160735,6911456268045650689
160736,6916989394339580677
160737,6908013473565854469
160738,6905142440978631429
160739,7093977849971264261
160740,6917602719863769857
160741,6916951850495380230
160742,7030186155693886214
160743,6915477887781047041
160744,6911410847973739265
160745,6916726666320464645
160746,6912264419581987589
160747,6916304865601850118
160748,6915583512707959557
160749,6918914031281621766
160750,6878714618261474050
160751,6908230969329847045
160752,6876515005995502338
160753,6917067316551305989
160754,6911150959548762886
160755,6908366873608375046
160756,6907381596660288257
160757,6894311085147523841
160758,6917449345289767685
160759,6913637853599632133
160760,6852127319339879173
160761,6881301684740541185
160762,6878443947300113153
160763,6899278740698811138
160764,6868651466295347974
160765,6901848421049699074
160766,6911181888270912261
160767,6910426040598842118
160768,6895010923694541570
160769,6907708766704110342
160770,6913243950899809025
160771,6876911905898777345
160772,6909580266205973253
160773,6912528810256665350
160774,6897750120696138497
160775,6915977546098084613
160776,6909909954543618822
160777,6876578633348156162
160778,6868712130175093505
160779,6902142077447047937
160780,6869165401859771141
160781,6890232666411895553
160782,6914830362866699013
160783,6884657149083912961
160784,6917666070606269189
160785,6870969765914086145
160786,7031594656215730949
160787,6907344379816561414
160788,7019045814068710150
160789,7064019308761910021
160790,6909881077683309317
160791,6915652800684886789
160792,6881073406457137921
160793,6910702656780503810
160794,6704906102502328321
160795,7134977170530633729
160796,6846370196500925186
160797,6972230466921335553
160798,7094302992551152411
160799,6911399749950245633
160800,6912806869203569409
160801,6917644047985232641
160802,6917799567777958658
160803,6868965704511605505
160804,6912857488165587714
160805,6917873546484009729
160806,6925343749921196802
160807,6846377855127980801
160808,7102448130490436353
160809,6915136414334176002
160810,6867932077426264834
160811,7061892843668785946
160812,6910853229974801154
160813,6884180434146642689
160814,6908916293382966017
160815,7051404115296979717
160816,7084952687879392002
160817,6899077687034284801
160818,6993588433385949979
160819,6911217737134050049
160820,6868913862205295361
160821,6910855179956964098
160822,6917634161574529798
160823,6987035179294460699
160824,6759618009993578498
160825,6915247364508797702
160826,6960094898330536709
160827,6978515854149421829
160828,7084986823574883078
160829,7080840325857659653
160830,6888028966884576006
160831,7093995999919737646
160832,7085116070993939206
160833,7057600256061508358
160834,7055460984554588933
160835,7068118616553655045
160836,6907612211351456513
160837,7100574011180649222
160838,7094432039566789381
160839,6787532401909254917
160840,6912535729138682629
160841,7089470871487793926
160842,6912280798695688966
160843,7070586031179156230
160844,6795584962016839681
160845,7096498426656869126
160846,6842114807919806465
160847,7086494652857092890
160848,6919352249076747009
160849,7093423653492394778
160850,6828255944686832390
160851,6970216178312661762
160852,6982966786736130842
160853,6960346674770250498
160854,7093731709757213467
160855,6994881153170098945
160856,6912083159735601922
160857,7093043354988006145
160858,6963277622495546114
160859,6718555531176430342
160860,6824249461796113153
160861,6918763805552036609
160862,6912837477048896257
160863,7093356273986800411
160864,6728806342980700930
160865,7096906781795813378
160866,7097092529417407238
160867,7096609364835829762
160868,7097350021724621574
160869,7097267007620057862
160870,7093772602652953370
160871,6914959998422353921
160872,7087975293285059371
160873,6805138222050445313
160874,6888392360691092230
160875,6837123615163566853
160876,6913353475409971974
160877,6882433898035432197
160878,6889925115035831045
160879,6884132908735499010
160880,6882835985344842501
160881,7017084598010071813
160882,6918187864207477510
160883,6892027364130212613
160884,6915018414843038470
160885,6908846242869054210
160886,6896481157748247301
160887,6830856240286239494
160888,6892692844683791106
160889,6919327009172654849
160890,6906452099341519618
160891,6913523584157764357
160892,6906640543237884677
160893,6917692932204022533
160894,6874733159183862530
160895,6907659363750660869
160896,6919161098419669766
160897,6890093906239834881
160898,6872760613093870338
160899,6919313871220558597
160900,6917710057975220997
160901,6918519753103379206
160902,6880520615560743682
160903,6840933115830061829
160904,6914793990248286978
160905,6882986498434878209
160906,6569969814926953221
160907,6781004633591515137
160908,6917029502988176134
160909,6927604381026912258
160910,242655519176646656
160911,5000000000416076695
160912,6601088810476374786
160913,5000000001347549612
160914,6759757474368063489
160915,6655576106516613889
160916,6753054791867303937
160917,5000000000922242545
160918,6920574408671103746
160919,5000000001452119235
160920,6917592061218654210
160921,256496109156700160
160922,259870292762935296
160923,6917204048361818114
160924,33549
160925,279519010830962689
160926,6818238653765028613
160927,6851161623437085446
160928,256621149839572992
160929,6915961736096959237
160930,6909591283707169541
160931,6915388711551142662
160932,6917909761216285441
160933,6917493714575297285
160934,6903951286509636353
160935,7091787270897830699
160936,6917956778755934981
160937,6912868981384825606
160938,6917041948880620293
160939,6955247503093222146
160940,6906174871873669894
160941,6811569481421261574
160942,6916360188316502789
160943,6909652480305449734
160944,6876879142395153154
160945,6917478130542299910
160946,6915078109175810821
160947,6902126505963391750
160948,6887656517118577413
160949,6835408205074533125
160950,6905104456946305797
160951,6917741187432467206
160952,6890284723839470342
160953,6909970075177126661
160954,6954745434174704390
160955,7092598711347546926
160956,6918434775690791685
160957,6906757718447590150
160958,6915839849320762117
160959,6893581338209700614
160960,6878841516622760710
160961,6908525854096231173
160962,6912556803121367814
160963,6903843865062001409
160964,6907021553607740166
160965,6916273690346818310
160966,6904790526004890374
160967,6913115966276766470
160968,6900090362254117637
160969,6914058692002417414
160970,6891802447203863302
160971,6914839339172498182
160972,6866161490186029830
160973,7092436956251949867
160974,6908462989397986054
160975,6906307510169373445
160976,6902513959455296262
160977,6905213982454401797
160978,6909287923795987205
160979,6902466836307118853
160980,6917800978754407169
160981,6918465030941838082
160982,6906558301949938434
160983,6916836845032606466
160984,6880930048732596997
160985,6908061256834419461
160986,6914724746982705926
160987,6910612216739859202
160988,7082726106625051434
160989,7070185872087386922
160990,6913139656208993026
160991,6909487199209802501
160992,6898158686707960582
160993,6909350174221519622
160994,131244737
160995,6818849846678571781
160996,6916093511184157441
160997,7091239296522324762
160998,6884852255254694658
160999,6909037423586560769
161000,6913445059883059970
161001,6914537512367147777
161002,6912370684157070081
161003,6915754946522073857
161004,6897715432698956546
161005,6902936250408389377
161006,6905797255623019266
161007,6912040604595718914
161008,6715760366510426114
161009,294317305445031936
161010,232790662155317248
161011,6704977280143198210
161012,6704967950467598337
161013,6824668507620330246
161014,7031322718771809029
161015,6886264747876993797
161016,6969010062551714565
161017,7005909285574167322
161018,6973857323878042369
161019,6968671657100004098
161020,6732905855651465985
161021,6963402145118948098
161022,6756544134359566337
161023,6971242308192717570
161024,6742777594283870977
161025,6997813201022782234
161026,6968804486882020097
161027,6968430607408024322
161028,6972363831154641666
161029,6915400120305470209
161030,6969791882647063298
161031,6970249272390322946
161032,6913666644615170817
161033,6968414619505347330
161034,6984692213313719067
161035,6968462508969806593
161036,6971643183755184898
161037,6967172392963640065
161038,6972224340435766018
161039,6971401848016227073
161040,6967303502137772801
161041,6974230343582780162
161042,6966404076728765185
161043,6966725625600035586
161044,6966527686374181633
161045,6968839126795684610
161046,6968842917012196098
161047,6966871714076625666
161048,6969269441351650049
161049,6960929237142440705
161050,6969054669465275138
161051,6968006110519380738
161052,6968757119030004481
161053,6969183343820720897
161054,6966563061587004161
161055,6972732632463461122
161056,6966117018974079746
161057,6967737455327972098
161058,6968614023386417921
161059,6970677414934399746
161060,6972316101938039554
161061,6967265445271456514
161062,7008100642011024154
161063,6966546476617304834
161064,6971742456899898114
161065,6971609971477711618
161066,6966795786747235074
161067,6968095774097918721
161068,6970893526053702402
161069,6918279502703790849
161070,6969370520995236609
161071,6967720511862344449
161072,6967506207447812865
161073,6971057643146185473
161074,6913096696276781825
161075,6918602053363239681
161076,6919362744915348226
161077,6988092646828854042
161078,6976132136659110657
161079,6979164981375879938
161080,6975822080986204930
161081,6976540333429623553
161082,6989175398034737947
161083,7090431487920622363
161084,7079493205573569307
161085,6806086149329651714
161086,6806086148637591554
161087,6807251692657068805
161088,6915939212902632198
161089,6807185975178021637
161090,6824546328761092869
161091,6810133586008656646
161092,6818904148214401797
161093,6818908814390201093
161094,7061092184304536347
161095,6968814329755978497
161096,6908581085198699266
161097,7059052608551455515
161098,6960989721782799106
161099,7059940651063872283
161100,6975425733556587265
161101,7090475784292535067
161102,6980548254849092378
161103,6961698718424894210
161104,6883649411084307202
161105,6985419295366908698
161106,7089823208202881819
161107,6780687377489725441
161108,7093316352110299930
161109,6915829592792025857
161110,7093592665530403585
161111,7079985318392236826
161112,7091808653346474778
161113,7092868633096932122
161114,7092957046034795290
161115,7093371015077661466
161116,7090045820921596699
161117,7087713481377581850
161118,7084337441343179546
161119,6919520223347378946
161120,7038083707340933914
161121,7090584736296356634
161122,7089458140718058267
161123,6446264995066940174
161124,6756265336233789442
161125,6776443102275045378
161126,6871648410429147909
161127,6883178562917042949
161128,6806149859909946117
161129,6912695786425895686
161130,6909581935450868485
161131,6773787427271183109
161132,6907437042557356806
161133,6786452901851056902
161134,6794765457967614725
161135,6909962873053727493
161136,6907759409846373125
161137,6906631293761587974
161138,6859386519673670406
161139,6828270827767630598
161140,6832376337697737478
161141,6774744718501743365
161142,6805375249358670597
161143,6918116838605933318
161144,6916657641213299462
161145,6911171748360735493
161146,6893302612322568965
161147,6910236145855089413
161148,6912866417696049926
161149,6910616475648658178
161150,6916520389409655558
161151,6799604328916323077
161152,6907239622565284614
161153,6914779288130685702
161154,6914105500506360581
161155,6912216945198779138
161156,6915451510239382274
161157,128583946
161158,6991742622083713797
161159,227755607750184960
161160,6913351270518508294
161161,6946930828127652610
161162,6927176058001197825
161163,6873488628492864258
161164,7131043904060819457
161165,7134631505758505730
161166,7253035353626871809
161167,6717832236269307906
161168,6817352304044279809
161169,6986457997111282437
161170,6980458804013959170
161171,6983118778418612997
161172,6984555172421126917
161173,6983891802881297157
161174,6982947094671854342
161175,6995652938416835334
161176,6983473214303374086
161177,6983656050616584966
161178,6987533615328414469
161179,6989778376449903365
161180,7013888012539005701
161181,6987093646038420229
161182,6988270327872752389
161183,6984589020923841285
161184,6997437528492083973
161185,6989322620160264966
161186,6986378814087514886
161187,7084771365135371051
161188,6983943705489099525
161189,6982933739848452869
161190,6992376888584915718
161191,6987029576987839238
161192,6991862893796920070
161193,6990157303991388934
161194,6982983093917469445
161195,6996091436739480325
161196,6983100719280802566
161197,6993383683415739142
161198,6994867025646603014
161199,6983417667549940485
161200,6984248318650043142
161201,6984593345054100229
161202,6992195619175746310
161203,6989354649467898630
161204,6982986406733875974
161205,6987510105977735941
161206,6993907251790531334
161207,6989273393317022470
161208,6993747852606327557
161209,6991247308042144518
161210,6990483048869432069
161211,6984560041961458438
161212,6992633574835145478
161213,6982886625453804294
161214,6992217177478810374
161215,6993847928062298886
161216,6984214303558355718
161217,6715381556325648385
161218,242638364112424960
161219,7094013395515165446
161220,6529810107449445122
161221,6451370017425459981
161222,259473755658272768
161223,6911481339078347525
161224,6906549420763187973
161225,6918240630494137090
161226,6916478578637048578
161227,6907302966714288901
161228,6896048119478258433
161229,6870082728084245250
161230,7092248128212060934
161231,7061839777389103106
161232,7064015940509289222
161233,7065105133709118214
161234,7081311644513094406
161235,7088082445597248261
161236,7089284231775472390
161237,7065523668155157254
161238,7083994922256190214
161239,7089666667470457606
161240,7093251427346172677
161241,7075711915544054534
161242,7093620422830213893
161243,7081845301627407109
161244,7092104180868942597
161245,7092624909523749638
161246,7088827844733831942
161247,7089816383034264325
161248,7088353940244417286
161249,7094011484132461354
161250,7078904817996794629
161251,7093357128358071045
161252,7093540270368656133
161253,7090161462055881478
161254,7082935887503297286
161255,7084609479697828614
161256,7093915192949607174
161257,7093376230145133318
161258,7092194643076451077
161259,7092456627814959878
161260,7074261005953436421
161261,7091454982813256450
161262,7079148231824853766
161263,7086458981526326022
161264,7088284272922036998
161265,7089113266319821574
161266,7063269288202963717
161267,7064321577256848134
161268,7094087863410772742
161269,7088096684852710149
161270,7093173655760325381
161271,7063215279161051909
161272,7082578453471431430
161273,7082578124424235782
161274,7082486352561965830
