,Identifier
320136,6907252490836658945
320137,6918450593090898689
320138,6835554915201403654
320139,7093100509476801307
320140,6881812731872250625
320141,7091298641033349915
320142,6696403861805991937
320143,5000000001464675985
320144,6971747061842676481
320145,6905688605751134978
320146,7010999403506977541
320147,6924658659574172418
320148,6910921309513927426
320149,6916505624075356934
320150,6845765973438417669
320151,6914058523072563973
320152,7088433365820410651
320153,6883420961484475137
320154,6915385210506955521
320155,6917991903933762305
320156,6918820562735663873
320157,6916204116486245121
320158,6919150047305190146
320159,6915182265643387653
320160,6915112159521377030
320161,6889806424562469634
320162,7070350331468729093
320163,5000000001382561242
320164,6790815332484253698
320165,249704627754205184
320166,6657801937431300866
320167,236133265907081216
320168,6429239079644334849
320169,6743801216364447746
320170,6859442654967614214
320171,6918025000461110017
320172,6918972664312761090
320173,6989782418043455489
320174,7091700623163001606
320175,7326866778348603393
320176,6968826026747104005
320177,6998524173530171393
320178,7087996125239593734
320179,7087995987746949893
320180,7090215296295832362
320181,7037956246192130821
320182,6972169740777261830
320183,7006819949016648453
320184,7093956249645124358
320185,6999122198191540993
320186,7076826593217366785
320187,225887022572322816
320188,6929220316782675969
320189,7064738020171270958
320190,6709398356327663617
320191,6704658064965896965
320192,6956148749718620933
320193,7085857236949403650
320194,7086066607960705818
320195,7084997881421253402
320196,7084899962768624411
320197,7084905648726510362
320198,7332898029466519553
320199,6882978002754340866
320200,6904850897533274881
320201,7031163305884535578
320202,5000000000917224033
320203,6941727123642386433
320204,6835142546985846786
320205,6835142513200728065
320206,7076730570033613573
320207,6993725464758012674
320208,7089425954552040234
320209,7032580840539064321
320210,7083894316653054766
320211,7093772705970948890
320212,6811059509407042305
320213,7087990282297379626
320214,6828490938818513666
320215,7079374132844055322
320216,6982041727561517850
320217,6835586819367635713
320218,7090121091972205339
320219,6696825646523353090
320220,228403556696141824
320221,7030251935626300161
320222,6921381179242088449
320223,6921381189999822850
320224,6921381226284582913
320225,145207911
320226,6900965754460473346
320227,6768778887435405314
320228,6911493014858779393
320229,6897206434367605505
320230,7091340979235490565
320231,6875229013674134277
320232,6915986438848793350
320233,6918786188929157894
320234,6915225166331054853
320235,6873968386389461766
320236,6912464824890985217
320237,6872781914877577989
320238,7074653301605845806
320239,6884197766919179010
320240,6909971120741534469
320241,6885825930514680577
320242,6911460468439796485
320243,6866070105361566470
320244,6886238063404665605
320245,6916086456352393986
320246,6908795903818124038
320247,6909331004788361989
320248,6909150758910921477
320249,6911576914452843265
320250,7065834327963192070
320251,6914697142984526598
320252,6911726751760665350
320253,6915482411081943813
320254,6915471093914520321
320255,6917680434071522049
320256,6956550599391660801
320257,6912041371444529921
320258,6916073722092751617
320259,6709421581099075585
320260,6709407255093069825
320261,6709436825066276865
320262,6993746333341387521
320263,7022698639210334977
320264,6933578459142703105
320265,7030359223684844290
320266,6936581889281002241
320267,7015995900682210049
320268,6937312753019308801
320269,6968243851278419970
320270,7072338560761760514
320271,7070865781420002075
320272,6703187596417173505
320273,6937748637392866054
320274,6941728586806069249
320275,222953835412033536
320276,5000000000724900886
320277,6925933829414258690
320278,7050048066220706587
320279,7031810236608842501
320280,7070152133069376282
320281,7070758450795382786
320282,7044496712215300097
320283,6705097454561265665
320284,6900265300915260166
320285,6885952301035440130
320286,6769436906594913026
320287,6799893166444137218
320288,6769263533017336577
320289,6971724369445915394
320290,7009256560920677122
320291,6915023559609961218
320292,6977394277026401026
320293,6913911622385928962
320294,6705122587954907137
320295,317201847159554048
320296,7062729225782037253
320297,7081685119278385925
320298,5000000001210052574
320299,7028832398674610946
320300,6939804970841688833
320301,6939804427050076930
320302,6953854054908823553
320303,7088272050212686593
320304,6765949296103017222
320305,5000000000540285257
320306,6705097070514014210
320307,6705041227441506306
320308,256085374375067648
320309,269873238464376832
320310,6979834238753409793
320311,7044868042127444741
320312,6709408926976182274
320313,6748400571851474945
320314,6794070685732850438
320315,6916814370303429377
320316,7101694051807759109
320317,6986546872437541637
320318,6815122633701591810
320319,6916514994737793794
320320,6907816227834530561
320321,6712669990216125190
320322,6653715018623847173
320323,6906435950214204166
320324,6914557852963130114
320325,6874086244767386370
320326,7099262402998405914
320327,6904220110404291330
320328,6917032577341606657
320329,6913260297121827585
320330,6694930317922323206
320331,6915651457941244673
320332,6909518246949489409
320333,6919095615796349697
320334,6597540925495315205
320335,6948690843763051265
320336,6916297317901536001
320337,6883729574514232066
320338,6595909606134778629
320339,6719247267481520130
320340,6840859643858684678
320341,6709406999236315138
320342,6900961323652254466
320343,7054237327371094785
320344,6928459460893494017
320345,7090640358090066690
320346,6995196087577430785
320347,7096519370637118209
320348,6972266008375461889
320349,6704951553188464642
320350,5000000001468144071
320351,6916891440299756290
320352,6906160694723496706
320353,6861185691980794630
320354,7080234300527888385
320355,7054889050334825217
320356,7086123048654424833
320357,7059749666107214594
320358,6915479975168953090
320359,6751217447363168258
320360,243071767164993536
320361,6926820194065057794
320362,6886222969677351686
320363,6696192119905831686
320364,156296818497277952
320365,6546661484607312911
320366,6715350783635752961
320367,24036066
320368,149006481701494784
320369,226538288474517504
320370,6919461727323097858
320371,6938603671135471618
320372,6926768873370814466
320373,6823782835350932230
320374,6879815998594091782
320375,6875099358501554946
320376,7051409299247254319
320377,6997363732166772737
320378,7090992834488830725
320379,7003479179643652870
320380,7000265385337490182
320381,7000005720720935685
320382,7001294275115862790
320383,7041260312745528070
320384,7015976931879406341
320385,7005383615752325893
320386,7001243036810267397
320387,6709399409764861953
320388,6936263035192182785
320389,6942527293105376001
320390,6998584418516470529
320391,6933199637788494594
320392,7039260378559236866
320393,7004305371418397441
320394,6820506661199809285
320395,7068784007140395782
320396,6989262913848609541
320397,6715049145331091458
320398,127372082
320399,131329686
320400,116062920
320401,7044673181009136390
320402,7062805394023779077
320403,6972573283233302530
320404,6947813892898753286
320405,7005950021619223302
320406,6891478258177575682
320407,6865392707628451842
320408,6701932090700597249
320409,7081684907654679301
320410,6893540393401453314
320411,6914611557158685441
320412,7089462963123342106
320413,6907140392039336706
320414,6876664666769065986
320415,6916219536463203073
320416,6902197532101856001
320417,6905204704284887809
320418,6902823020331731713
320419,6904534644176341761
320420,6917656706004634369
320421,7063795252951337755
320422,6913807303888128770
320423,6906707062844181250
320424,6917791149524585217
320425,6913931126402812674
320426,6905369338732186370
320427,6906129448421051137
320428,6916797953277496066
320429,6917557807667563266
320430,6909631311338556162
320431,6909468172768971522
320432,6915727173282188034
320433,6916932540121303810
320434,6918036760886840065
320435,6908294821501291265
320436,6906508305376938754
320437,6913998567233293057
320438,6914627587398568706
320439,6913197715937659650
320440,6910417248339397378
320441,6908021906260151041
320442,6913192039488293633
320443,6909738552465296130
320444,6907508246328642305
320445,6913884684305025793
320446,6911487764236143361
320447,6913254490410093313
320448,6919093159641320193
320449,6919092283606387457
320450,6917181168362195713
320451,6906311727671937794
320452,6912745630347594497
320453,6909349605096311554
320454,6913557903140080385
320455,6910377545158445825
320456,6907570095116012289
320457,6916675253238352642
320458,6918352939996220162
320459,6902629338781371137
320460,6915629050434898690
320461,6915019255541271298
320462,6908897451416062721
320463,6909640112099969794
320464,6916043132920761090
320465,6919081057354664705
320466,6913537257110604546
320467,6914861085686614785
320468,6910336327905037058
320469,6916744997794482945
320470,6913017034934651650
320471,6914846123135978242
320472,6905556165820779266
320473,6910962956620581633
320474,6909272455542557442
320475,6918619229054962434
320476,6895979393722747650
320477,6969533911898622721
320478,6894020388775299842
320479,6917952897057639170
320480,6916486275398650625
320481,6919094932904971009
320482,7094023404940020506
320483,7003330354920688410
320484,6995437722945063706
320485,6985092532884244481
320486,6983674793212005147
320487,215549956030349312
320488,7020840119817063174
320489,7069122391812655877
320490,6793118724611115009
320491,6934297192220216065
320492,6921060580774251265
320493,6920141439007492865
320494,7085308607994252059
320495,7042223301607148314
320496,6994484237453789978
320497,7018833063463734017
320498,6924475344939157506
320499,6847209559358982146
320500,6978530637498059522
320501,7093084577358449409
320502,7086399645647112962
320503,7089546211731966722
320504,7028130438422039297
320505,7050476605990390533
320506,7049834343686048513
320507,7039492263315965954
320508,6928891983066876673
320509,6829371237131995909
320510,6829389095911918342
320511,136604907930939392
320512,6595170988617370373
320513,6731523919385200642
320514,7239425668898998273
320515,6714732314191988738
320516,13251
320517,5000000001460315519
320518,184487
320519,6908054038093335302
320520,6910595389917776645
320521,513603
320522,6696902382334315270
320523,6945405776886287105
320524,6707666629871798273
320525,7056489944633658113
320526,6979318953336113153
320527,6974114256003057666
320528,6855211065177819137
320529,7042990798866008834
320530,6905825608173964034
320531,6709401962099509250
320532,7077236724463618822
320533,7091689175426157318
320534,6866779549754067713
320535,223950313609629696
320536,6903952099311093762
320537,6745764573212575746
320538,252124515038707712
320539,6696414604597135362
320540,6325603946400320257
320541,5000000000272877055
320542,32165148
320543,6696828450717566977
320544,6701943554970748929
320545,6928911110129879041
320546,6928848573593290753
320547,7081687720258455553
320548,7092830612914031365
320549,6926282766904461313
320550,10535732
320551,77149121
320552,6995882949510040321
320553,6754701115784185857
320554,6628634536018184966
320555,6799275722625059585
320556,6791542114703378434
320557,6630518661440342021
320558,96657972
320559,5000000001364685766
320560,6588363303381108742
320561,5000000001449996709
320562,239195669947883520
320563,6917604958422435841
320564,6886073336196025093
320565,6887765082911050502
320566,6911385963642047237
320567,6783396345114856198
320568,6851659354874104581
320569,6717646814385801218
320570,6717368380619229185
320571,6717507755961239554
320572,6859512799819728897
320573,6896429009945675778
320574,6937738881211124485
320575,6849161893832166149
320576,6912404907614145281
320577,7058283930566658822
320578,167141430019133440
320579,7006157201702161157
320580,7089536589310855941
320581,6950021146033359621
320582,7094002483110218501
320583,6863200007680444417
320584,6716002762972203010
320585,6777701364219774978
320586,6972574312561641473
320587,86216504
320588,7093170497869531909
320589,6792330206347528194
320590,6894264323351415554
320591,6703210939426015234
320592,7061196187050855173
320593,6981159557301062405
320594,6928114092406228993
320595,7017353375574543109
320596,166897483233746944
320597,6701979536440952833
320598,7097510182070110977
320599,6895050788142336770
320600,7097577932251466498
320601,7024549467324123905
320602,6739860628531349506
320603,6808874441745893377
320604,6978916440275421186
320605,6708214937799395329
320606,7333186073285429250
320607,62014217
320608,231566298596765696
320609,6942948226149173250
320610,6953637289817803525
320611,7057276582704024325
320612,6709398971883718658
320613,7060556970251668226
320614,7062883065399495426
320615,6883059321882594050
320616,187558685093814272
320617,218407201273655297
320618,6711184125547530242
320619,222791950268203008
320620,43603
320621,6927650181538940929
320622,6927696553915123713
320623,6705066673583425538
320624,40921
320625,6705066620798109698
320626,6763845703253886977
320627,6705030672869754881
320628,145871545
320629,6708214955671324673
320630,6717646903510566914
320631,6704977199075690497
320632,6704980643706570754
320633,7071927706723584769
320634,6796473086670637830
320635,6893865704077216514
320636,6793017370760743685
320637,7055129319395297281
320638,7055260180941982490
320639,7055619233983957787
320640,269843131402014720
320641,270142651314835460
320642,7026808365342803969
320643,7027603352708647686
320644,7036781231770208257
320645,7034952248275028742
320646,7103532813793642497
320647,6739907652425353217
320648,225917375874056192
320649,6865511284876511234
320650,6921574316702173186
320651,6820881899012016902
320652,6916593959120784133
320653,7090827402464512811
320654,6909256519766788869
320655,7032875757265570565
320656,6643222513797040901
320657,163585623264686080
320658,6701962277907597314
320659,6789425025045760002
320660,7006424399058373382
320661,274218608170405888
320662,7034037075020908546
320663,7099487965298166555
320664,6832204855923329798
320665,7085707746808908571
320666,7023922571867458305
320667,6969836950421276674
320668,7013978955011164955
320669,7016499685284268806
320670,7013031647189027589
320671,7053416340526353179
320672,7027529310550379269
320673,6590273238201273093
320674,6794315548428618501
320675,6719177456621717505
320676,6799359185424222210
320677,7040135530360752901
320678,7068013579929275142
320679,6844861667239676677
320680,6946742318586137346
320681,6815214595981052677
320682,7034834009138006785
320683,6896464889817156353
320684,7090156732357315333
320685,6815919974226447110
320686,6988049737740012293
320687,7050158932379044613
320688,7077410106329008902
320689,6885336094821403394
320690,6862408705078594310
320691,6799489019320207362
320692,6823419384724654854
320693,6767709710230489090
320694,6761233962015672321
320695,6891513930494135046
320696,6951057300518161158
320697,315457966483202048
320698,6945520150149859330
320699,6788202814414784513
320700,6941932434892049158
320701,7062927239024806661
320702,6857116461861833474
320703,7102092462595885829
320704,6724605164998625281
320705,6782471648844057350
320706,7081699389219752710
320707,7081558236872166149
320708,7079854040946887430
320709,6935044264359807746
320710,6919488455844137730
320711,6839116514910653190
320712,6915944623068187393
320713,6917753615218526977
320714,6915345854282959617
320715,6768802868741801985
320716,6909481613495651077
320717,6986172749525895941
320718,6909135779138685702
320719,6904943880316242690
320720,6715211524681500674
320721,224762793680494592
320722,6717260308143933442
320723,6912778735511390977
320724,7335951638107457538
320725,6898275640416553730
320726,6932751696242968578
320727,6780896732818442241
320728,6916818801958980353
320729,6993497128824506370
320730,6784119896339942150
320731,6757368519316211714
320732,7066491112927709998
320733,150458369420677120
320734,6921860336555444998
320735,6917786204104657670
320736,6767430628678830082
320737,6767430257461954562
320738,6767430461305128962
320739,6767400801460553729
320740,6767430293793015810
320741,6767430158413465601
320742,6723032640708004613
320743,6905075002861685510
320744,6523574111183049728
320745,6917997990409964293
320746,6896872563612453637
320747,7092051709593275182
320748,7090549030081678086
320749,7025638617150278406
320750,257144103472349184
320751,6878987206921291777
320752,6919102522116655874
320753,6929670346698131458
320754,6919389597148089089
320755,6884392856077863685
320756,6913965847543286529
320757,6918745770695199490
320758,6906654680886053634
320759,6914487212801411841
320760,6918889669816109826
320761,6919349204951337729
320762,6909285824383273729
320763,6915713421522553601
320764,6889645525944093442
320765,6918610921170504449
320766,6900527333669686018
320767,6886625553214999298
320768,6918942874826459905
320769,6916824758399470338
320770,6917570286346832642
320771,6915333794463501058
320772,6888220789733116674
320773,7081681698911521541
320774,7092526076152302342
320775,6881244418100267778
320776,6917925588204407554
320777,6917681799011371777
320778,6957042752291146498
320779,6918327573323795202
320780,6901580179399789314
320781,6901194152025852674
320782,6893154047742741249
320783,6918226816960400129
320784,6990114469972118277
320785,6858603566274235141
320786,6719247358678272002
320787,6857782980836969217
320788,6929810195666929665
320789,5000000001248854967
320790,5000000001440848556
320791,7954191
320792,5000000001041818916
320793,6929460072267384833
320794,6929366403006875650
320795,5000000001044759231
320796,8116435
320797,6921476268454053889
320798,7090350778166135557
320799,7096993146970524421
320800,7083281552477522694
320801,6928292523723753474
320802,7087680596448758534
320803,7053844667422608130
320804,7053808463600438017
320805,7073597354831087618
320806,7074215505812278022
320807,7067162328340450053
320808,7075060406602992427
320809,7071712740749921070
320810,7072834188696619009
320811,7086800099333917466
320812,6914970316800314113
320813,7045526014113434395
320814,6858476190047472389
320815,6739976308400326657
320816,6707920332436671237
320817,6989625642497444609
320818,6769428579290712065
320819,7099320352597117702
320820,6712722078878926849
320821,5000000000727399942
320822,6851320931650980613
320823,7022134368504269569
320824,7049246609204415234
320825,6731155995877181442
320826,6779429420542315266
320827,6793408994124843777
320828,6691883434815621894
320829,6949536753950771970
320830,6985543466012904218
320831,6907889642415409921
320832,6709399638895495170
320833,7093065775677754113
320834,6929016351499504385
320835,7067996941745015554
320836,6902707484654308098
320837,6900791910357666562
320838,6895321777254172674
320839,7071674251006528262
320840,6905370048685148162
320841,7010031960470883078
320842,6886074115065711362
320843,6732341553659922433
320844,6874799497331886081
320845,7041575776105302789
320846,7005222275607841538
320847,7024582764498291457
320848,6899151761563568902
320849,6817701882140575745
320850,6802058555911309313
320851,6694710702294173697
320852,6872544003615639554
320853,5000000000326119621
320854,6721311316981581826
320855,6922773673837676545
320856,7055798558288612097
320857,6968170428489665286
320858,6854963785615017985
320859,6548898720098817039
320860,6786989357795395586
320861,7082402518336162565
320862,6611512526578387718
320863,6804179149700204546
320864,6803800463843002370
320865,5000000000275318320
320866,6862364921154325254
320867,7090197806618561307
320868,6701981236979566593
320869,227587939139309568
320870,7093689841120135982
320871,6930067542471904006
320872,7008911189249936134
320873,7069571073896876805
320874,6980090151783516934
320875,6995336471095921414
320876,283749022937432064
320877,283873919189704704
320878,6717198551455123457
320879,293650400929431553
320880,6979645999308393221
320881,6980442437965662981
320882,6914763243055794949
320883,312526655191859200
320884,6810370132234341125
320885,6559259978387952640
320886,6574952265210137350
320887,6911014838252686085
320888,6907702618194316037
320889,6809733888395463430
320890,6838525739680287494
320891,6709399665244112898
320892,7335202765407438849
320893,253674330750935040
320894,6929343161702320130
320895,223262311178792960
320896,28856434
320897,6849405771407427585
320898,6760791322908576514
320899,7073931879422495493
320900,6903936827447576578
320901,6818066509605111809
320902,7083814568664910598
320903,7077840582114118405
320904,7062521059094219525
320905,7018087903557339138
320906,7032958023244991259
320907,7093999051833740058
320908,7018817281589267227
320909,7088886974727162650
320910,7085355124196952859
320911,7022503413367720730
320912,7335496125922101250
320913,7102690086038358785
320914,6973789238131313410
320915,6988932195326905089
320916,7054820625827482369
320917,6893179845023468290
320918,6916539412469861122
320919,7085769671621790491
320920,6777036725211417345
320921,6793705368494164737
320922,6471410601800239885
320923,222334062823297024
320924,6717012826034014209
320925,6742463086688471041
320926,6661209507407858434
320927,258223434990723072
320928,6977849297228417798
320929,6545555058476454912
320930,6876184168703757057
320931,6978130610590239493
320932,7076437949126150918
320933,6993776615176030981
320934,7076204019126962949
320935,6537515080408369921
320936,6798389402717473541
320937,7034761395388319745
320938,6864559971246394114
320939,7009159045223320347
320940,6936079582927833862
320941,80202589
320942,6771169218999093249
320943,5000000001382948555
320944,6694731753325594625
320945,7089411929340414747
320946,6763773557173389314
320947,7066947927180512006
320948,6972499220674693894
320949,7075549027177171718
320950,7003859747783035653
320951,6931395380680591361
320952,6931286512752166913
320953,7038111408449489669
320954,7085227950571883270
320955,6964140770567768833
320956,7033331137473022722
320957,7022574918285921025
320958,7006780172628133890
320959,7072646853015259905
320960,6967247721069595394
320961,7026354834803312641
320962,6994446598281448198
320963,6792634241734690817
320964,6836872854613953286
320965,7314448076700387330
320966,6801903146009692934
320967,6755659850694264833
320968,160219002034675712
320969,7001236056523787014
320970,6920310329486805762
320971,6915434270123150086
320972,6913759525082286853
320973,7088802235471579910
320974,6918895881928362758
320975,6919091124774635521
320976,6760953200607512577
320977,6966818489831017222
320978,6966970687709842182
320979,6701948954231179266
320980,6701929832013383682
320981,251135954462171136
320982,244922591596134400
320983,6958571845977410306
320984,7054626074231098113
320985,6831426284736743426
320986,6936604247031139078
320987,6704964042076719106
320988,6715466973683124226
320989,6919097093120706562
320990,167973766239719424
320991,6915185113399642885
320992,6908057036475403014
320993,6719223800958814210
320994,7014957837780749057
320995,6915448416847808514
320996,7031282011130038274
320997,6968522448585115649
320998,7059390379959552001
320999,6945916346718800645
321000,7017812750483507973
321001,6826553123771845377
321002,6984468531010914305
321003,6763830672025978882
321004,6751948953756895233
321005,6747645485177128962
321006,6730532516161128450
321007,6855041174269331458
321008,6949427190249376518
321009,295520255664140288
321010,7102797827591523077
321011,6924898712493787910
321012,6950815577984322309
321013,6701937019221723137
321014,272014996082040832
321015,254989009720950784
321016,6823514459223361538
321017,6928169450147482374
321018,7029420493564282881
321019,7076467351868148482
321020,6930276201634204421
321021,6954337191946373893
321022,6838752346097321985
321023,6859641101456771074
321024,6863869750859008002
321025,7051295293501082414
321026,6787194235956234241
321027,6707697251981985794
321028,5000000001468998108
321029,43676121
321030,6832018508776344326
321031,7008772658049747717
321032,6907395220279659270
321033,6938564766268984070
321034,6958856155527482118
321035,6935950663914359557
321036,6970154279290096389
321037,7099833753224170246
321038,7067158727001917441
321039,7066889358636272386
321040,7068366860227513090
321041,6922828258186775298
321042,6922803441114942209
321043,6925960516871424773
321044,7058688106869885723
321045,6947370378067020546
321046,6940721294992640769
321047,7093589901433686810
321048,6933377350864259842
321049,6932069882188106497
321050,6953430427428227842
321051,6935420179039931138
321052,6926273981741861634
321053,6923598837084883714
321054,6934363848078150401
321055,6928327478201158402
321056,6922707144571767554
321057,6930561199096466177
321058,7092380986474482458
321059,6928216566224014082
321060,7010985704847067905
321061,6927301304314383106
321062,7032968563245828890
321063,6925722978709670658
321064,6926923019080223489
321065,6930351996365064962
321066,6934691562374941441
321067,6947878504721632002
321068,6924293167936588546
321069,6922455733627783937
321070,6926811290497272578
321071,6938040980423691013
321072,6931365514920954625
321073,6928988937163737858
321074,6936589102586317574
321075,6956970651223952129
321076,6926475537695263490
321077,6933528555292789505
321078,7093068476062976795
321079,6927554999300049665
321080,6929199724763712258
321081,6935033263526251266
321082,6926091382134229761
321083,6948825826066483969
321084,6945350751661165313
321085,6922352720229829382
321086,6933204946716560129
321087,6926759521293454081
321088,7037751158827846426
321089,6962615031313746690
321090,6974702143664147202
321091,7092793571534818075
321092,6978499674944686850
321093,6933562137201625858
321094,7093477982483860251
321095,6947756267641277185
321096,6934712791932652294
321097,6927439170499644162
321098,7094096668219493146
321099,6923569599460002562
321100,7077191935793859354
321101,7010700924440103681
321102,6947262142492052226
321103,6924290367948851970
321104,6934963595017456385
321105,6948870228432390914
321106,6926749326173588225
321107,6946553866200615682
321108,6943396376323656449
321109,6924760038880070401
321110,7090911086622296859
321111,6927593479913048834
321112,6955849264039774977
321113,6931234567214959361
321114,6927590792370326273
321115,6926539007635491586
321116,7053362795038903067
321117,6927160308272548609
321118,6967390580565396226
321119,6925704173124078338
321120,6926472178577820417
321121,6922832391094471426
321122,6923203971977153282
321123,7093823676688141083
321124,6926150312990427905
321125,6931702328240114433
321126,6922505238276475649
321127,6926900099498904321
321128,6925258726400183042
321129,6942139045019387905
321130,6984466752432573189
321131,6844249629698033665
321132,7014472087691627269
321133,35287764
321134,6903605465347820294
321135,6940530306139850753
321136,5000000001470536308
321137,228420784816332800
321138,6752760743835224066
321139,7323923464482097952
321140,7314635438635141121
321141,6835888858098337793
321142,6830331953208642310
321143,7044558694939559937
321144,7063482841942018843
321145,7044938819518745349
321146,6833136643755592454
321147,7037881117533670146
321148,7057628144148581121
321149,6962859116523965185
321150,6701938674856101890
321151,6914834428040612613
321152,6940130295974725633
321153,6927326283963926529
321154,139460804101193728
321155,6702030307672983554
321156,7093648894164929286
321157,7011496066486962950
321158,6544140860773110784
321159,6957423269838325761
321160,6614570667201284101
321161,6704967840702662657
321162,6952922724671032069
321163,6956089682006706946
321164,6918013393739942662
321165,6791240498649499650
321166,249677857805881344
321167,6952378004639107841
321168,249519719362265088
321169,227521259104829440
321170,249521459583238144
321171,249554339021815808
321172,263090147275972608
321173,227540941715189760
321174,6956392373249182466
321175,6652715471529315077
321176,6959777719949249282
321177,267102970667024385
321178,6914355407049788166
321179,6915961891697330950
321180,7092675526317378310
321181,6964676606275095298
321182,7093756208356231962
321183,7091662073494588162
321184,7088269031739869957
321185,7091368223387437829
321186,7092174103943203627
321187,6811793953046727430
321188,6902585548725095173
321189,6957233249546537730
321190,7092410889348860718
321191,7092409391438678830
321192,6916877294371932933
321193,297005664122507264
321194,6956284702852434689
321195,7062371160297655046
321196,6924959352881236737
321197,7085244444940716827
321198,7093745077670906650
321199,6961286503637060354
321200,7091300860429028123
321201,7090510580108331802
321202,6957991242575661826
321203,6960470803276204801
321204,6970075760832875265
321205,7090436077873367835
321206,6887803076586048257
321207,6918646819161410306
321208,7091201672152353563
321209,6958271469889669890
321210,6924522624982846210
321211,6924315121229515521
321212,7093748899592112923
321213,7087861590141307653
321214,6913507290494536450
321215,6824867999573461766
321216,6684962979072477957
321217,7092958045558328069
321218,7093959747493497602
321219,6915714078874897157
321220,6908533906186783494
321221,7093246690417429253
321222,7092417629662612230
321223,6914806680937171717
321224,6918426914801634053
321225,6912426375026641669
321226,6910314643466603269
321227,6834981136926624517
321228,6917846417952312069
321229,7093998279269059333
321230,6914839327826578182
321231,7093895270815075074
321232,7093894805998013186
321233,6841251687492061957
321234,7088679717838015237
321235,7089915186953325313
321236,7081893955020884738
321237,6909781049904089858
321238,6915711103141989122
321239,6911045937527917314
321240,7089713223288556290
321241,6901350625825671937
321242,6915343883589274369
321243,6915804446932863746
321244,7091818629687233285
321245,7083546621811641090
321246,7080984804485073670
321247,7094056960533859073
321248,6899458256985492226
321249,6881847150075022081
321250,6912246355679398662
321251,6785552470329576197
321252,6898161024906578689
321253,6966974377166392069
321254,6814649682568939521
321255,6826065478629313285
321256,7024682604855397126
321257,6771661769380334342
321258,6790574847891098373
321259,7092884597129677573
321260,7065750744259545861
321261,7081995705631492870
321262,7083520491071277829
321263,6999099243164207877
321264,6911327349338327814
321265,6791516178280975110
321266,6818924859486210821
321267,6828994448710503173
321268,6872773087398562562
321269,6959671132584938245
321270,6913937153630227206
321271,6915631709174172421
321272,6803304217089035014
321273,7041286027058711302
321274,6917036394351233797
321275,6912668158037904129
321276,6915744231344704261
321277,7055335891342052101
321278,6905985677565987589
321279,6900366362430933762
321280,6910707478078556929
321281,6902552568694622977
321282,6908566079132470017
321283,6915590083106114309
321284,6915589919394351878
321285,6916900508720581382
321286,6905959567033731845
