,Identifier
80235,7029534827363698690
80236,7158903529233451009
80237,7135085388816730113
80238,7153291522467694593
80239,7148040689022928897
80240,7142591856735193090
80241,6971490995871418369
80242,7150189802145449986
80243,6940939520607012866
80244,7186945238269872130
80245,7075655460833053467
80246,7158574072022960130
80247,7191834742147254273
80248,7177335523047180289
80249,6789809929491318786
80250,7144133646788593665
80251,7140577796694231041
80252,7208200322274363393
80253,7161594656768149506
80254,7149030386293540865
80255,7145195461924620290
80256,7129528611836528642
80257,7161975905378633730
80258,7164849417416083457
80259,6812578609346119682
80260,7172423762652956673
80261,7190450065574627329
80262,7069150177042402049
80263,7176165403847034881
80264,7206448633175246849
80265,7166926546081417218
80266,7162045655005792257
80267,7215653185459849217
80268,7152997838136281089
80269,7152997856389892098
80270,7211306700664489985
80271,7161563826846959617
80272,7191959732805076993
80273,7195716872778549249
80274,7219328028730624001
80275,7202413648579397633
80276,7203408063942903809
80277,7221347542485698561
80278,7062174797689735169
80279,7215791537567827970
80280,7177448627026003969
80281,6964501617018144769
80282,7215121721844566018
80283,7176594262418294785
80284,7177453786120587265
80285,7217873842276927490
80286,7174500997807474690
80287,7227148400382674946
80288,7229797737989179394
80289,7227174558968989698
80290,7222083259852703745
80291,7096022640904719130
80292,7005914173234219009
80293,6765617290885990401
80294,7200934045197273089
80295,7188728639524096002
80296,7252422841551161345
80297,7252602174252730369
80298,7203073025921861633
80299,7244841906388158466
80300,7239507296832473089
80301,7247985087819909915
80302,7244223522943109121
80303,7245513462549727234
80304,6951545028921542657
80305,7256946903601809410
80306,7190547295140579329
80307,7223854398924851202
80308,7051567971387099138
80309,7224525909280966658
80310,7183002415157741570
80311,7219328111576680449
80312,7206449598674520065
80313,7202274155650091010
80314,7207515056651634689
80315,6976741119023516421
80316,7194284108036442113
80317,7189940683615963137
80318,7273671282167810049
80319,7252736233889941505
80320,7190928858558760962
80321,7218673122726447105
80322,7224335021657294849
80323,7246787816215201793
80324,7208081725321119746
80325,7215528878591182849
80326,7193077960084850690
80327,7198369952251234305
80328,7218126438203918338
80329,7215354643704989698
80330,7215585644935022594
80331,7218615965012920321
80332,7216137460667910145
80333,7207979521402914818
80334,7227112409616369665
80335,7197839403195058178
80336,7268544128455378945
80337,7260349609825961986
80338,7216702514672961537
80339,7085419304715307009
80340,7203593575173457921
80341,7272984026528565250
80342,7265745303059351554
80343,7259637632622249985
80344,7263572860425619458
80345,7218348362523740162
80346,7224174765651773441
80347,7278033896180123650
80348,7267544235136960513
80349,7278505424544991233
80350,7257602549209221122
80351,7265020600992909313
80352,7225978683579910146
80353,7223954998689630209
80354,7278840106029959170
80355,7273091859866306562
80356,7275458917814274050
80357,7277860609492207618
80358,7278097583540226050
80359,7257236154243057666
80360,7244104538176260098
80361,7229091378546149377
80362,7226777252355278849
80363,7258081068077844481
80364,7246978430754195457
80365,7247112182625388545
80366,7258081425679812609
80367,7254612847685093378
80368,7240166731275094017
80369,7242393199301216258
80370,7257668444110227458
80371,7278440284512454658
80372,7258503440267331585
80373,7276254509663651842
80374,7275734079693441026
80375,7285460887010822146
80376,7260643151827404802
80377,7250189013226293249
80378,7288388328349796353
80379,7249921035318528001
80380,7280489762272086018
80381,7303447881271969793
80382,7251931728762718209
80383,7253138151874496513
80384,7267969396378765313
80385,7267905752261101570
80386,7280887781474437122
80387,7284329944694982658
80388,7259657938883676161
80389,7276338328089511938
80390,7255731172255860737
80391,7277860037963171841
80392,7286784439723264002
80393,7319393141454702593
80394,7294338360418895874
80395,7319380339393349634
80396,7302267928983685121
80397,7280887781135976450
80398,7296161286688278530
80399,7305099444457228290
80400,7332463776836847618
80401,7309871757195675650
80402,7320329424262629377
80403,7324649123386296321
80404,7260348552827275266
80405,7283879466009888770
80406,7320328357417469954
80407,7257091508985006081
80408,7288312111281932289
80409,7285993624952424450
80410,7324656518761990145
80411,7325341226575136769
80412,7333571473015883777
80413,7303875328380110849
80414,7334745878932768769
80415,7322475171804645377
80416,7276640248825563137
80417,7291025388289411073
80418,7301234488726341633
80419,7322098677413251074
80420,7329662810244352002
80421,7329525464099112962
80422,6893331969325779713
80423,6907343764432358150
80424,7278500222221076481
80425,7278088257610024962
80426,7281456419542452225
80427,7304029883029538817
80428,7294536932720429057
80429,7289224701427075073
80430,7292223385328027650
80431,7283194211632007169
80432,7291497784476780546
80433,6797772806957303809
80434,6940229033641428994
80435,7294506501791877122
80436,5000000000692692211
80437,6990412355964357382
80438,6893688017907615745
80439,6696832287876581378
80440,7294226432678610946
80441,6913438249704753153
80442,7301738112719177729
80443,7332859430482954242
80444,7291281352237287426
80445,7314208722283153409
80446,7301099976619444225
80447,7284947796339640322
80448,6728904208520579074
80449,6781355810334181378
80450,7299891958465431553
80451,7312840981656700930
80452,7294738106811451394
80453,7306890870849603586
80454,7296608734444570626
80455,7319750628720855041
80456,7302316195667298305
80457,7291642853921785858
80458,7288822592608962562
80459,7302220706120615938
80460,6709403472497772545
80461,6891257558028323585
80462,6789485222061672450
80463,7093516101371366145
80464,6956515363027012354
80465,6927976858877283074
80466,6719169911861561345
80467,7305091299320350722
80468,6966938169291852546
80469,6872489720396400642
80470,74041020
80471,6915582498307115782
80472,6815336856935369478
80473,6879129074250386182
80474,6882274630069947142
80475,237442463039168512
80476,7090416843399105307
80477,7085819449470765830
80478,7293147821987956737
80479,7301607571806291970
80480,7082114241922140934
80481,5000000000402046551
80482,6752049570152204289
80483,6937050738308762373
80484,6998614378937355009
80485,6978906981222468353
80486,7013409665270827781
80487,5000000000254355735
80488,7314238409957754881
80489,7144612773345888258
80490,7314494468292282370
80491,6931145015611787266
80492,5000000000323083026
80493,6901140592495953922
80494,284961488140754944
80495,6851162894843774978
80496,6719169813287012353
80497,7002606537294285569
80498,7001383366301895426
80499,7301083505324738562
80500,7074116732868283142
80501,6780888797987997697
80502,5000000001216880403
80503,7311321908036995073
80504,6931265562882508802
80505,6761358351877015554
80506,7052018504803011334
80507,243290634793684992
80508,6696415683707668481
80509,251529275051433984
80510,5000000000347282458
80511,243891699402510336
80512,5000000000284881685
80513,6918827781635738373
80514,6912813970676124422
80515,6908227176257129222
80516,6863132163274050310
80517,6896999716555410182
80518,6884820244423002886
80519,6916342886355307270
80520,7014523476795329286
80521,6917342976494619398
80522,7075893523911920427
80523,6914484060215724805
80524,6905415670679259910
80525,6996360280838032134
80526,6907267129402231557
80527,6906898635146021638
80528,6889153610664823554
80529,6959701299684264705
80530,7010494309325687557
80531,6913562164376636165
80532,6910095554827537153
80533,6875038275187788546
80534,6854588239555185414
80535,5000000001321143874
80536,7045231568843262726
80537,6882805473096108805
80538,6780420548515072001
80539,6963568756043860738
80540,6871858283662018562
80541,6831733905733782278
80542,7051873062244846342
80543,6728725330669864962
80544,7065763597888047898
80545,6709396836664215554
80546,7074122422156299009
80547,6737252872385218562
80548,6728462293392164865
80549,7314859015031490561
80550,6706637852723120129
80551,7013767311618280198
80552,6948793440394119937
80553,217221705822396416
80554,6728887972336240641
80555,6698934318313506817
80556,6780298428170668034
80557,6891500208195127297
80558,5000000001177760014
80559,7070951082029730562
80560,7044232403526667014
80561,6731201455312619521
80562,6860250202184370178
80563,6920535079143934721
80564,6929598737727637505
80565,5000000001453133426
80566,6785914599100123138
80567,7066570336019565317
80568,7046061123736603439
80569,6943630201625282561
80570,5000000000966640167
80571,6849420621152012289
80572,6742679577430067202
80573,6728882581086930946
80574,6705005618157062146
80575,6732301150688643074
80576,7084300034359053062
80577,6709401411165095937
80578,7002002714578275077
80579,6728910991238629377
80580,6756154701764364289
80581,7073531741735144198
80582,5000000001443260722
80583,7023451571401198342
80584,5000000000591258952
80585,6880708607260772354
80586,6728888449866139650
80587,6729328145788307458
80588,6728893254617532418
80589,6733079706058360837
80590,6855783200321456130
80591,6715219180502648834
80592,6815523778685061121
80593,6958843014215142145
80594,7092430722304215834
80595,6914193977952733953
80596,6813711434191489025
80597,6786761372777596929
80598,6840432129239681026
80599,6984110419644304133
80600,7059516492345264901
80601,6915035260489108226
80602,6709415841072433153
80603,7057511473760701186
80604,6965669288099236613
80605,6817829392912222210
80606,7017410437352311557
80607,6898668784383609601
80608,5000000000724191874
80609,6889008222833756161
80610,6974243465739717377
80611,6864415103001823233
80612,6924318476636637185
80613,6888525788984036097
80614,6763534855075530758
80615,6881597493134510082
80616,7082026861449972485
80617,7053428120245832453
80618,6838922002921703426
80619,7097295103224236805
80620,6780811643996604418
80621,6923519957523286785
80622,6936361765257086977
80623,6904663347908577281
80624,6911638461783182081
80625,6979726391529048838
80626,6902395476604275458
80627,6785704741763549185
80628,7026396422585404166
80629,6731475846889998338
80630,6835093309384329217
80631,6991673785317460742
80632,6917006756980492289
80633,7060587376766225158
80634,6899270893143378693
80635,6702040529158277121
80636,6985870703246395394
80637,6836924899802482689
80638,6813881482814162946
80639,119931611
80640,7029523909405920001
80641,7056011888815082241
80642,7092117839515323142
80643,6733553301117274113
80644,6974140375929817862
80645,6902376073078507521
80646,6911981941042448385
80647,6940248917825849345
80648,6714250291983681537
80649,6817708104378010373
80650,6907748364197038081
80651,7035630351519124225
80652,6956514404595435521
80653,5000000001450986537
80654,7058053248451627782
80655,6709399072995805185
80656,7097550470981503750
80657,6557930987362194432
80658,6709400385120897025
80659,6927245047285287681
80660,6996895871719820038
80661,6888500883684853761
80662,6873858091754981377
80663,6842138491086736134
80664,6757834237849701126
80665,6756734493182282502
80666,6869834649976310533
80667,6877767766682635014
80668,6923030665030421254
80669,6880265799227935494
80670,6909327672808098565
80671,6915809728908036866
80672,6918085976141073154
80673,6878686902505982722
80674,6878748927529601797
80675,6877708552899742470
80676,6890788401973447425
80677,6874367602156702469
80678,6916446829303433986
80679,6873188029507324678
80680,6887953501939337986
80681,6873626481478650629
80682,6873009958288411393
80683,6878331559556975366
80684,6912467776808553217
80685,6917010475091905281
80686,6869497779828312838
80687,6916518040515726081
80688,6889308656731458310
80689,6916517666278705922
80690,6916517103436696321
80691,6916516750372686593
80692,6891267499812244230
80693,6870132395400497926
80694,6909228442680789766
80695,6878750205368126209
80696,6872437967202388738
80697,6915150786792131333
80698,6877265323989469958
80699,6914280165371595521
80700,6915768810511371009
80701,6913904091202718469
80702,6912962195278023430
80703,6911447188321438470
80704,6848927705669339910
80705,6872149938126605058
80706,6873096177919724293
80707,7092975251042159366
80708,6873536884220480262
80709,6910085340023884550
80710,6911706269367732994
80711,7057881872839281414
80712,6919175370839296773
80713,7069005098843720450
80714,6919124047372520198
80715,6884582719846648577
80716,7087603621810047749
80717,7075578274402929410
80718,7084353544333495042
80719,7085530433466714881
80720,7074109870123649793
80721,7090120373211122434
80722,7085809046996962049
80723,6932462957464913922
80724,6834106397953624065
80725,6931061482687825922
80726,7041255709782117121
80727,6798705501547792386
80728,7083687973480385285
80729,7035204452089285378
80730,6991981709864470530
80731,7010400002526808837
80732,6721504697930221570
80733,6942543862862826246
80734,6997459299467299611
80735,6949344466712955650
80736,6793489887694702594
80737,6791983574670134021
80738,7051698907906050817
80739,6918720328629996290
80740,6877507499688266497
80741,7024208192745851649
80742,7025023117181373189
80743,6709400242061576193
80744,7046780037681154049
80745,6835713511356730118
80746,6934285482373221126
80747,6955430319268825862
80748,6826205795571583750
80749,6883188790878309121
80750,6972123344242051841
80751,6836749798188517377
80752,7028401169818978305
80753,6972525196691524358
80754,6916147487695244034
80755,6934158202544900098
80756,6884026852164257793
80757,6890515713140721665
80758,6835551340458969089
80759,6944536457588295681
80760,6978985653644086022
80761,6942793856987564802
80762,6854523108112500737
80763,6781013049823201282
80764,7032198643596200709
80765,6902493749977286658
80766,6950648879712831489
80767,6928856378127681538
80768,6738420056251697153
80769,6846980267521869825
80770,6881735420518959873
80771,6794748677727455234
80772,6968677413253285890
80773,6969419921172203522
80774,6907403196176533506
80775,6983600547395881755
80776,7034711738956335898
80777,6917666071541450754
80778,6881764736069814273
80779,5000000001419604253
80780,6875736813860833282
80781,7084664081352788742
80782,6906777343172282370
80783,7056892206581304070
80784,6926481629355461382
80785,7015225829093395205
80786,7097157550818331398
80787,6872682976577062913
80788,6868315032829069313
80789,6951277142411839490
80790,6876682920380073985
80791,6929912562809882626
80792,6906536785473226753
80793,6734516458342057985
80794,6980179400869054465
80795,6849758240700368898
80796,7101489074938841862
80797,6942623510728542209
80798,7040543448033676037
80799,7015186664699987970
80800,7011320982652585986
80801,7032386522070534918
80802,6817755904788662274
80803,7061147384729832198
80804,7001100350263199746
80805,6936449954734950401
80806,6966640991428200449
80807,7018406482303617793
80808,7013634870966487042
80809,7028638236557707265
80810,6917746416014067713
80811,7031526912984238874
80812,7054660301995640833
80813,6995094904972003330
80814,6995948645396843270
80815,6943763145080965121
80816,7017661621321468698
80817,7037373941039499266
80818,6712227361586153474
80819,7073621729586710530
80820,6826800166255724546
80821,7071823000663754753
80822,6948994040725506049
80823,6938437689974261762
80824,6724575589145004033
80825,7062365499148994561
80826,6913145294645496578
80827,7036365562926189339
80828,7080814124804295451
80829,6904737201225992193
80830,7062216038083807234
80831,6980478413119162369
80832,6973945468301379585
80833,6997709901275351810
80834,6949522008548608002
80835,7093644186146048001
80836,7073523810472822785
80837,6817816169693579266
80838,6705006632444643329
80839,7096475343481014273
80840,7065720712834959361
80841,7054809782737176578
80842,7084647825217178373
80843,6994730081356777474
80844,6985705472686819330
80845,6776845130969122817
80846,271027109911969792
80847,7017711566297286658
80848,7048721597695609605
80849,7104337433650530305
80850,7101769202557668123
80851,7096099097655969794
80852,6994632208384264193
80853,6915517706351413250
80854,6994606363087226881
80855,7104337433524701185
80856,7009300417460832257
80857,7106253960708622337
80858,6990997449099856646
80859,7093611331131771654
80860,6990753609050786565
80861,6994837540083682053
80862,7093413205573192454
80863,6992236052459145990
80864,7010413566385883137
80865,7010413556839483394
80866,7013133979985775366
80867,7035019413552335662
80868,7090373682345904939
80869,6858880728948541442
80870,6982004933126850561
80871,6989520712151074817
80872,6951823547791345665
80873,7015479935837947906
80874,7010223830929099525
80875,7092869986925988654
80876,7055853868575378181
80877,7080925426507320070
80878,7000056411757546245
80879,7103514404779461381
80880,7096729884780694278
80881,6990935304739834630
80882,7076561328974514949
80883,7089885041802676997
80884,7050959660756667141
80885,7007087801003215622
80886,7093285888729385770
80887,7047732967414057733
80888,7000785964037588993
80889,7002182804352010241
80890,7106052968616577025
80891,7087485751746693893
80892,7015722166352087041
80893,7030878904541775873
80894,6990498775059924994
80895,6739982058640115714
80896,6914361490900306694
80897,7077243315905350402
80898,6993331303387138818
80899,6743785184102991873
80900,7097218879855806465
80901,7107217747469993985
80902,7060457245695281153
80903,6997471979464820738
80904,7006183827726927873
80905,7042584725575174145
80906,6738961061182965762
80907,7117928319286265858
80908,7109872039456065537
80909,6731115891829770242
80910,7118108907242817538
80911,7045622046927162113
80912,7030537289030175490
80913,7003069226416113665
80914,6751472235426351105
80915,6973500899601238017
80916,7028153513596749825
80917,6851669248293472257
80918,7038518121712109569
80919,7013238109139650562
80920,7013990447567603714
80921,7114576171068721154
80922,7111428622350551042
80923,7036657701199300610
80924,7089381837033703426
80925,7119803721290090497
80926,7078756334238763010
80927,6967331641026938882
80928,7077486173300443905
80929,7109217542312298498
80930,7064664147918964737
80931,7114550406591547394
80932,7128020863554701313
80933,7119392122536495106
80934,7094999022503086850
80935,7094590822549293829
80936,7095948626123361029
80937,7086804909215778817
80938,7068131674391611394
80939,7120288197120919553
80940,7050047586324989954
80941,7129569756918581249
80942,7127315385006704641
80943,7106511687418660866
80944,7061256861244345089
80945,7137425047345432577
80946,7071034552403184390
80947,7130332054713010177
80948,7081589777169926146
80949,6567130278312020737
80950,6731156323234220034
80951,6510777795042347777
80952,7039176930595195674
80953,6905570553424694017
80954,6910976343459121922
80955,7078322334704093186
80956,7147939241501132802
80957,7107666284342429698
80958,7122995836497168385
80959,6942144602065423105
80960,7133157598064281601
80961,7103924379691567105
80962,7134631550171219969
80963,7101264996411934722
80964,7117071120104163329
80965,7103718198716925953
80966,7111717148975695874
80967,7096160951975577602
80968,7033417387315710722
80969,7122954757295065090
80970,7125629764752934914
80971,7156576465801185282
80972,7100626994672503598
80973,7138896298534504450
80974,7112103697878648834
80975,6980040349788031749
80976,7132941773239764993
80977,7164875181696780289
80978,7184332156242495490
80979,7163947487277877249
80980,7175154029293882117
80981,6929003074312751106
80982,6986190023192217601
80983,6953824830403758854
80984,7159501582026049537
80985,7184146661319395329
80986,7114364863186470914
80987,7138655194631374849
80988,7157378439882737666
80989,7130718892510414850
80990,7113916594396514306
80991,7107455022740277249
80992,7128149665588971521
80993,7133610998727968769
80994,7148210843103021057
80995,7187981169697228802
80996,7140613536882886657
80997,7146220859831617537
80998,7136307088191391746
80999,7061901650621679617
81000,6936963783441369861
81001,7156286220169906178
81002,7143524438980429826
81003,7100286992574876422
81004,7169171820405360641
81005,7182775906539145217
81006,7011327603450349570
81007,7147733141162067970
81008,7153678006475573249
81009,7077961372383381506
81010,7141148769298417666
81011,7164612325142448130
81012,7174186170518079490
81013,7182926107555940354
81014,7147978752612550657
81015,7150272266931996674
81016,7163462992439281665
81017,6709408611925231618
81018,7047053341049817883
81019,7141086907987036162
81020,7190315353354799105
81021,7053682495757241093
81022,7161155796951107586
81023,7184018003346851842
81024,7156671778171914242
81025,7045441221300816642
81026,7092325174493678338
81027,7168694944884852738
81028,7202537278311401474
81029,7148829155994372098
81030,7166947075043624961
81031,7145210966592980993
81032,7171872067573254146
81033,7149391935856183298
81034,7176196212716996610
81035,7155425934307231746
81036,7174769524711884802
81037,7151689764293314561
81038,7168787068498380802
81039,7154307026011555842
81040,7166210069468579841
81041,7173717299461883905
81042,7155868752909699074
81043,7227380424929921025
81044,7171634967075407873
81045,7149473603472328706
81046,7197692110143752193
81047,7203067871797184513
81048,7202392763005044737
81049,7207819043162556418
81050,7200959817484077058
81051,7200841991117080578
81052,7177866095452227585
81053,7176433315140864002
81054,7007494243572779009
81055,7154105818273548289
81056,7200712426990340098
81057,7186249473115015170
81058,7200842124064098306
81059,7195284407614359554
81060,7187156550237030401
81061,7174521192756283394
81062,7195020962713061378
81063,7208751948806227969
81064,7168787493209245697
81065,7171944637735634945
81066,6988225339063339782
81067,7187981177423136770
81068,7194753312481085441
81069,7044936482397637402
81070,7193556523355506747
81071,7231384866984642561
81072,7234698387776866306
81073,7225556154980861954
81074,7222398804371638273
81075,7179143704153475074
81076,7164680872610760705
81077,7224484148735363073
81078,7197613364938442753
81079,6949966881503726337
81080,7187713146310625282
81081,7027542672533441286
81082,6863369351848790017
81083,7195026106544719874
81084,7229622306741323777
81085,7239919314157127682
81086,7239415866412124162
81087,7192346298110986242
81088,7237460852911638529
81089,7229354811413170178
81090,7195928645884610562
81091,7239909854579017730
81092,7190346641453516801
81093,7242011906252589058
81094,7177443477750286338
81095,7236342908705064962
81096,7190784365964560386
81097,7241475763621480449
81098,7187811243439327233
81099,6883004164079634433
81100,7207535368248395778
81101,7197963058101110786
81102,7208504422488360961
81103,7220734131439683586
81104,7264848657773070337
81105,7265894962251433985
81106,7329921047816603649
81107,7204559553260685314
81108,7217976772397107202
81109,7190458278965413890
81110,7255266757094000642
81111,7253231072187205633
81112,7219440489950119937
81113,7260514566349015041
81114,7255086762534701058
81115,7222975884089100289
81116,7200248942272088066
81117,7257194357546715138
81118,7212729036210964481
81119,7271865623251175426
81120,7273595647022385153
81121,7207515040214157313
81122,7219113498242975746
81123,7281941862553028609
81124,7208401961337669634
81125,7313936651436099585
81126,7280291665981048834
81127,7231194466131576834
81128,7269967397368875010
81129,7234622686504536066
81130,7078451118683523074
81131,7273269210205014017
81132,7220935660683659265
81133,7203532354369882113
81134,7274982687088674817
81135,7233194374232901634
81136,7242260025350473730
81137,7283700730058196994
81138,7219328134196250625
81139,7280491265086277633
81140,7219328227930540033
81141,7285167123860408321
81142,7241094595308259329
81143,7240074333129164802
81144,7270473783005677570
81145,7244084037173233666
81146,7245512440979490818
81147,7247169286061836290
81148,7242260201540470786
81149,7288420952931747842
81150,7285471121179953154
81151,7296433665017317378
81152,7243939407333099522
81153,7230530085311907842
81154,7285818990702299138
81155,7293170487529375745
81156,7251752003460728833
81157,7239326734319339522
81158,7251968164782000130
81159,7239532754466719746
81160,7253138130566580226
81161,7249390545604331522
81162,7286950033403447298
81163,7298819444490012673
81164,7280792381792339969
81165,7289626885541382146
81166,7296856029677914114
81167,7247720667360036865
81168,7254910438365054977
81169,7254488554193340418
81170,7232534477233604609
81171,7277832973818480641
81172,7268695899897875243
81173,7301272479417649154
81174,7262328483107129346
81175,7247236183632693249
81176,7238285730295973889
81177,7302206272291588098
81178,7284047608841455617
81179,7249606591078926337
81180,7265750605166594050
81181,7270092755140233217
81182,7260199849445033986
81183,7301169104550545410
81184,7289496169569339393
81185,7276211291399784449
81186,7299608001777092610
81187,7309919485119924226
81188,7319752495877146625
81189,7307675370517186562
81190,7306302736613885954
81191,7312962933053982722
81192,7317802911299405826
81193,7314208838285527041
81194,7303372203838408705
81195,7277727036448360450
81196,7275309580858378242
81197,7309153266239571970
81198,7323033060643145730
81199,7272782922541221890
81200,7279921461287798786
81201,7262493225238611970
81202,7190475216970057729
81203,7284328333503809538
81204,7324681535683807234
81205,6701949048791762946
81206,7254999881881503746
81207,7298626612459030529
81208,7287478742107949057
81209,7273820051579815937
81210,7278993595720583169
81211,7299899059949537281
81212,7324454881871415298
81213,7332380112874571778
81214,7330425797407311873
81215,6701979614769596417
81216,7328425000376846337
81217,7000540056972954374
81218,6704991295833638914
81219,6705004037080614914
81220,6931291885421529090
81221,7013413241355241473
81222,7285507226860455938
81223,7291049412062562305
81224,7314717693625124865
81225,7080235396319251206
81226,7283609009822681090
81227,7293891676912257026
81228,7290886350596294657
81229,7299611056661317633
81230,7288715454449174530
81231,7306039026417928194
81232,6881589337964677121
81233,6881589287339427841
81234,6728893739521017857
81235,7288019140329179137
81236,6712637703508199426
81237,7314412241658447874
81238,7313880903712360450
81239,7302221855612274689
81240,7285792602053281794
81241,6937158533171382273
81242,6705004253791930369
81243,7289201371465959425
81244,7035718562203683586
81245,6763605319017826306
81246,5000000001348336349
81247,7299097356191795201
81248,7296658889146402818
81249,7301739990394390529
81250,6898674932297762817
81251,7055424783667727110
81252,7094083051982015238
81253,7314798009890637825
81254,6709459652507076609
81255,7028275850621618949
81256,7314325044061915137
81257,137091527
81258,6812601685207156737
81259,7317788710367676417
81260,7301367454696376321
81261,6704975568376432641
81262,7267968413569452033
81263,7023295644211186479
81264,7093404099282193198
81265,7296824529971775490
81266,7307612194282506241
81267,7311653395316066306
81268,6701975174356404226
81269,7323198450538498049
81270,7288312232159823873
81271,7315397466249365506
81272,7313047188912228353
